Line Segment Data	6400 items	feet
47-450	47-451	0	Switch
48-450	48-451	0	Switch
49-450	49-451	0	Switch
50-450	50-451	0	Switch
1-54	1-94	0	Switch
2-54	2-94	0	Switch
3-54	3-94	0	Switch
4-54	4-94	0	Switch
5-54	5-94	0	Switch
6-54	6-94	0	Switch
7-54	7-94	0	Switch
8-54	8-94	0	Switch
9-54	9-94	0	Switch
10-54	10-94	0	Switch
11-54	11-94	0	Switch
12-54	12-94	0	Switch
13-54	13-94	0	Switch
14-54	14-94	0	Switch
15-54	15-94	0	Switch
16-54	16-94	0	Switch
17-54	17-94	0	Switch
18-54	18-94	0	Switch
19-54	19-94	0	Switch
20-54	20-94	0	Switch
21-54	21-94	0	Switch
22-54	22-94	0	Switch
23-54	23-94	0	Switch
24-54	24-94	0	Switch
25-54	25-94	0	Switch
26-54	26-94	0	Switch
27-54	27-94	0	Switch
28-54	28-94	0	Switch
29-54	29-94	0	Switch
30-54	30-94	0	Switch
31-54	31-94	0	Switch
32-54	32-94	0	Switch
33-54	33-94	0	Switch
34-54	34-94	0	Switch
35-54	35-94	0	Switch
36-54	36-94	0	Switch
37-54	37-94	0	Switch
38-54	38-94	0	Switch
39-54	39-94	0	Switch
40-54	40-94	0	Switch
41-54	41-94	0	Switch
42-54	42-94	0	Switch
43-54	43-94	0	Switch
44-54	44-94	0	Switch
45-54	45-94	0	Switch
46-54	46-94	0	Switch
47-54	47-94	0	Switch
48-54	48-94	0	Switch
49-54	49-94	0	Switch
50-54	50-94	0	Switch
1-151	1-300	0	Switch
2-151	2-300	0	Switch
3-151	3-300	0	Switch
4-151	4-300	0	Switch
5-151	5-300	0	Switch
6-151	6-300	0	Switch
7-151	7-300	0	Switch
8-151	8-300	0	Switch
9-151	9-300	0	Switch
10-151	10-300	0	Switch
11-151	11-300	0	Switch
12-151	12-300	0	Switch
13-151	13-300	0	Switch
14-151	14-300	0	Switch
15-151	15-300	0	Switch
16-151	16-300	0	Switch
17-151	17-300	0	Switch
18-151	18-300	0	Switch
19-151	19-300	0	Switch
20-151	20-300	0	Switch
21-151	21-300	0	Switch
22-151	22-300	0	Switch
23-151	23-300	0	Switch
24-151	24-300	0	Switch
25-151	25-300	0	Switch
26-151	26-300	0	Switch
27-151	27-300	0	Switch
28-151	28-300	0	Switch
29-151	29-300	0	Switch
30-151	30-300	0	Switch
31-151	31-300	0	Switch
32-151	32-300	0	Switch
33-151	33-300	0	Switch
34-151	34-300	0	Switch
35-151	35-300	0	Switch
36-151	36-300	0	Switch
37-151	37-300	0	Switch
38-151	38-300	0	Switch
39-151	39-300	0	Switch
40-151	40-300	0	Switch
41-151	41-300	0	Switch
42-151	42-300	0	Switch
43-151	43-300	0	Switch
44-151	44-300	0	Switch
45-151	45-300	0	Switch
46-151	46-300	0	Switch
47-151	47-300	0	Switch
48-151	48-300	0	Switch
49-151	49-300	0	Switch
50-151	50-300	0	Switch
1-300	1-350	0	Switch
2-300	2-350	0	Switch
3-300	3-350	0	Switch
4-300	4-350	0	Switch
5-300	5-350	0	Switch
6-300	6-350	0	Switch
7-300	7-350	0	Switch
8-300	8-350	0	Switch
9-300	9-350	0	Switch
10-300	10-350	0	Switch
11-300	11-350	0	Switch
12-300	12-350	0	Switch
13-300	13-350	0	Switch
14-300	14-350	0	Switch
15-300	15-350	0	Switch
16-300	16-350	0	Switch
17-300	17-350	0	Switch
18-300	18-350	0	Switch
19-300	19-350	0	Switch
20-300	20-350	0	Switch
21-300	21-350	0	Switch
22-300	22-350	0	Switch
23-300	23-350	0	Switch
24-300	24-350	0	Switch
25-300	25-350	0	Switch
26-300	26-350	0	Switch
27-300	27-350	0	Switch
28-300	28-350	0	Switch
29-300	29-350	0	Switch
30-300	30-350	0	Switch
31-300	31-350	0	Switch
32-300	32-350	0	Switch
33-300	33-350	0	Switch
34-300	34-350	0	Switch
35-300	35-350	0	Switch
36-300	36-350	0	Switch
37-300	37-350	0	Switch
38-300	38-350	0	Switch
39-300	39-350	0	Switch
40-300	40-350	0	Switch
41-300	41-350	0	Switch
42-300	42-350	0	Switch
43-300	43-350	0	Switch
44-300	44-350	0	Switch
45-300	45-350	0	Switch
46-300	46-350	0	Switch
47-300	47-350	0	Switch
48-300	48-350	0	Switch
49-300	49-350	0	Switch
50-300	50-350	0	Switch
-999
Spot Loads	4250 items
1-1	Y-PQ	40	20	0	0	0	0
2-1	Y-PQ	40	20	0	0	0	0
3-1	Y-PQ	40	20	0	0	0	0
4-1	Y-PQ	40	20	0	0	0	0
5-1	Y-PQ	40	20	0	0	0	0
6-1	Y-PQ	40	20	0	0	0	0
7-1	Y-PQ	40	20	0	0	0	0
8-1	Y-PQ	40	20	0	0	0	0
9-1	Y-PQ	40	20	0	0	0	0
10-1	Y-PQ	40	20	0	0	0	0
11-1	Y-PQ	40	20	0	0	0	0
12-1	Y-PQ	40	20	0	0	0	0
13-1	Y-PQ	40	20	0	0	0	0
14-1	Y-PQ	40	20	0	0	0	0
15-1	Y-PQ	40	20	0	0	0	0
16-1	Y-PQ	40	20	0	0	0	0
17-1	Y-PQ	40	20	0	0	0	0
18-1	Y-PQ	40	20	0	0	0	0
19-1	Y-PQ	40	20	0	0	0	0
20-1	Y-PQ	40	20	0	0	0	0
21-1	Y-PQ	40	20	0	0	0	0
22-1	Y-PQ	40	20	0	0	0	0
23-1	Y-PQ	40	20	0	0	0	0
24-1	Y-PQ	40	20	0	0	0	0
25-1	Y-PQ	40	20	0	0	0	0
26-1	Y-PQ	40	20	0	0	0	0
27-1	Y-PQ	40	20	0	0	0	0
28-1	Y-PQ	40	20	0	0	0	0
29-1	Y-PQ	40	20	0	0	0	0
30-1	Y-PQ	40	20	0	0	0	0
31-1	Y-PQ	40	20	0	0	0	0
32-1	Y-PQ	40	20	0	0	0	0
33-1	Y-PQ	40	20	0	0	0	0
34-1	Y-PQ	40	20	0	0	0	0
35-1	Y-PQ	40	20	0	0	0	0
36-1	Y-PQ	40	20	0	0	0	0
37-1	Y-PQ	40	20	0	0	0	0
38-1	Y-PQ	40	20	0	0	0	0
39-1	Y-PQ	40	20	0	0	0	0
40-1	Y-PQ	40	20	0	0	0	0
41-1	Y-PQ	40	20	0	0	0	0
42-1	Y-PQ	40	20	0	0	0	0
43-1	Y-PQ	40	20	0	0	0	0
44-1	Y-PQ	40	20	0	0	0	0
45-1	Y-PQ	40	20	0	0	0	0
46-1	Y-PQ	40	20	0	0	0	0
47-1	Y-PQ	40	20	0	0	0	0
48-1	Y-PQ	40	20	0	0	0	0
49-1	Y-PQ	40	20	0	0	0	0
50-1	Y-PQ	40	20	0	0	0	0
1-2	Y-PQ	0	0	20	10	0	0
2-2	Y-PQ	0	0	20	10	0	0
3-2	Y-PQ	0	0	20	10	0	0
4-2	Y-PQ	0	0	20	10	0	0
5-2	Y-PQ	0	0	20	10	0	0
6-2	Y-PQ	0	0	20	10	0	0
7-2	Y-PQ	0	0	20	10	0	0
8-2	Y-PQ	0	0	20	10	0	0
9-2	Y-PQ	0	0	20	10	0	0
10-2	Y-PQ	0	0	20	10	0	0
11-2	Y-PQ	0	0	20	10	0	0
12-2	Y-PQ	0	0	20	10	0	0
13-2	Y-PQ	0	0	20	10	0	0
14-2	Y-PQ	0	0	20	10	0	0
15-2	Y-PQ	0	0	20	10	0	0
16-2	Y-PQ	0	0	20	10	0	0
17-2	Y-PQ	0	0	20	10	0	0
18-2	Y-PQ	0	0	20	10	0	0
19-2	Y-PQ	0	0	20	10	0	0
20-2	Y-PQ	0	0	20	10	0	0
21-2	Y-PQ	0	0	20	10	0	0
22-2	Y-PQ	0	0	20	10	0	0
23-2	Y-PQ	0	0	20	10	0	0
24-2	Y-PQ	0	0	20	10	0	0
25-2	Y-PQ	0	0	20	10	0	0
26-2	Y-PQ	0	0	20	10	0	0
27-2	Y-PQ	0	0	20	10	0	0
28-2	Y-PQ	0	0	20	10	0	0
29-2	Y-PQ	0	0	20	10	0	0
30-2	Y-PQ	0	0	20	10	0	0
31-2	Y-PQ	0	0	20	10	0	0
32-2	Y-PQ	0	0	20	10	0	0
33-2	Y-PQ	0	0	20	10	0	0
34-2	Y-PQ	0	0	20	10	0	0
35-2	Y-PQ	0	0	20	10	0	0
36-2	Y-PQ	0	0	20	10	0	0
37-2	Y-PQ	0	0	20	10	0	0
38-2	Y-PQ	0	0	20	10	0	0
39-2	Y-PQ	0	0	20	10	0	0
40-2	Y-PQ	0	0	20	10	0	0
41-2	Y-PQ	0	0	20	10	0	0
42-2	Y-PQ	0	0	20	10	0	0
43-2	Y-PQ	0	0	20	10	0	0
44-2	Y-PQ	0	0	20	10	0	0
45-2	Y-PQ	0	0	20	10	0	0
46-2	Y-PQ	0	0	20	10	0	0
47-2	Y-PQ	0	0	20	10	0	0
48-2	Y-PQ	0	0	20	10	0	0
49-2	Y-PQ	0	0	20	10	0	0
50-2	Y-PQ	0	0	20	10	0	0
1-4	Y-PQ	0	0	0	0	40	20
2-4	Y-PQ	0	0	0	0	40	20
3-4	Y-PQ	0	0	0	0	40	20
4-4	Y-PQ	0	0	0	0	40	20
5-4	Y-PQ	0	0	0	0	40	20
6-4	Y-PQ	0	0	0	0	40	20
7-4	Y-PQ	0	0	0	0	40	20
8-4	Y-PQ	0	0	0	0	40	20
9-4	Y-PQ	0	0	0	0	40	20
10-4	Y-PQ	0	0	0	0	40	20
11-4	Y-PQ	0	0	0	0	40	20
12-4	Y-PQ	0	0	0	0	40	20
13-4	Y-PQ	0	0	0	0	40	20
14-4	Y-PQ	0	0	0	0	40	20
15-4	Y-PQ	0	0	0	0	40	20
16-4	Y-PQ	0	0	0	0	40	20
17-4	Y-PQ	0	0	0	0	40	20
18-4	Y-PQ	0	0	0	0	40	20
19-4	Y-PQ	0	0	0	0	40	20
20-4	Y-PQ	0	0	0	0	40	20
21-4	Y-PQ	0	0	0	0	40	20
22-4	Y-PQ	0	0	0	0	40	20
23-4	Y-PQ	0	0	0	0	40	20
24-4	Y-PQ	0	0	0	0	40	20
25-4	Y-PQ	0	0	0	0	40	20
26-4	Y-PQ	0	0	0	0	40	20
27-4	Y-PQ	0	0	0	0	40	20
28-4	Y-PQ	0	0	0	0	40	20
29-4	Y-PQ	0	0	0	0	40	20
30-4	Y-PQ	0	0	0	0	40	20
31-4	Y-PQ	0	0	0	0	40	20
32-4	Y-PQ	0	0	0	0	40	20
33-4	Y-PQ	0	0	0	0	40	20
34-4	Y-PQ	0	0	0	0	40	20
35-4	Y-PQ	0	0	0	0	40	20
36-4	Y-PQ	0	0	0	0	40	20
37-4	Y-PQ	0	0	0	0	40	20
38-4	Y-PQ	0	0	0	0	40	20
39-4	Y-PQ	0	0	0	0	40	20
40-4	Y-PQ	0	0	0	0	40	20
41-4	Y-PQ	0	0	0	0	40	20
42-4	Y-PQ	0	0	0	0	40	20
43-4	Y-PQ	0	0	0	0	40	20
44-4	Y-PQ	0	0	0	0	40	20
45-4	Y-PQ	0	0	0	0	40	20
46-4	Y-PQ	0	0	0	0	40	20
47-4	Y-PQ	0	0	0	0	40	20
48-4	Y-PQ	0	0	0	0	40	20
49-4	Y-PQ	0	0	0	0	40	20
50-4	Y-PQ	0	0	0	0	40	20
1-5	Y-I	0	0	0	0	20	10
2-5	Y-I	0	0	0	0	20	10
3-5	Y-I	0	0	0	0	20	10
4-5	Y-I	0	0	0	0	20	10
5-5	Y-I	0	0	0	0	20	10
6-5	Y-I	0	0	0	0	20	10
7-5	Y-I	0	0	0	0	20	10
8-5	Y-I	0	0	0	0	20	10
9-5	Y-I	0	0	0	0	20	10
10-5	Y-I	0	0	0	0	20	10
11-5	Y-I	0	0	0	0	20	10
12-5	Y-I	0	0	0	0	20	10
13-5	Y-I	0	0	0	0	20	10
14-5	Y-I	0	0	0	0	20	10
15-5	Y-I	0	0	0	0	20	10
16-5	Y-I	0	0	0	0	20	10
17-5	Y-I	0	0	0	0	20	10
18-5	Y-I	0	0	0	0	20	10
19-5	Y-I	0	0	0	0	20	10
20-5	Y-I	0	0	0	0	20	10
21-5	Y-I	0	0	0	0	20	10
22-5	Y-I	0	0	0	0	20	10
23-5	Y-I	0	0	0	0	20	10
24-5	Y-I	0	0	0	0	20	10
25-5	Y-I	0	0	0	0	20	10
26-5	Y-I	0	0	0	0	20	10
27-5	Y-I	0	0	0	0	20	10
28-5	Y-I	0	0	0	0	20	10
29-5	Y-I	0	0	0	0	20	10
30-5	Y-I	0	0	0	0	20	10
31-5	Y-I	0	0	0	0	20	10
32-5	Y-I	0	0	0	0	20	10
33-5	Y-I	0	0	0	0	20	10
34-5	Y-I	0	0	0	0	20	10
35-5	Y-I	0	0	0	0	20	10
36-5	Y-I	0	0	0	0	20	10
37-5	Y-I	0	0	0	0	20	10
38-5	Y-I	0	0	0	0	20	10
39-5	Y-I	0	0	0	0	20	10
40-5	Y-I	0	0	0	0	20	10
41-5	Y-I	0	0	0	0	20	10
42-5	Y-I	0	0	0	0	20	10
43-5	Y-I	0	0	0	0	20	10
44-5	Y-I	0	0	0	0	20	10
45-5	Y-I	0	0	0	0	20	10
46-5	Y-I	0	0	0	0	20	10
47-5	Y-I	0	0	0	0	20	10
48-5	Y-I	0	0	0	0	20	10
49-5	Y-I	0	0	0	0	20	10
50-5	Y-I	0	0	0	0	20	10
1-6	Y-Z	0	0	0	0	40	20
2-6	Y-Z	0	0	0	0	40	20
3-6	Y-Z	0	0	0	0	40	20
4-6	Y-Z	0	0	0	0	40	20
5-6	Y-Z	0	0	0	0	40	20
6-6	Y-Z	0	0	0	0	40	20
7-6	Y-Z	0	0	0	0	40	20
8-6	Y-Z	0	0	0	0	40	20
9-6	Y-Z	0	0	0	0	40	20
10-6	Y-Z	0	0	0	0	40	20
11-6	Y-Z	0	0	0	0	40	20
12-6	Y-Z	0	0	0	0	40	20
13-6	Y-Z	0	0	0	0	40	20
14-6	Y-Z	0	0	0	0	40	20
15-6	Y-Z	0	0	0	0	40	20
16-6	Y-Z	0	0	0	0	40	20
17-6	Y-Z	0	0	0	0	40	20
18-6	Y-Z	0	0	0	0	40	20
19-6	Y-Z	0	0	0	0	40	20
20-6	Y-Z	0	0	0	0	40	20
21-6	Y-Z	0	0	0	0	40	20
22-6	Y-Z	0	0	0	0	40	20
23-6	Y-Z	0	0	0	0	40	20
24-6	Y-Z	0	0	0	0	40	20
25-6	Y-Z	0	0	0	0	40	20
26-6	Y-Z	0	0	0	0	40	20
27-6	Y-Z	0	0	0	0	40	20
28-6	Y-Z	0	0	0	0	40	20
29-6	Y-Z	0	0	0	0	40	20
30-6	Y-Z	0	0	0	0	40	20
31-6	Y-Z	0	0	0	0	40	20
32-6	Y-Z	0	0	0	0	40	20
33-6	Y-Z	0	0	0	0	40	20
34-6	Y-Z	0	0	0	0	40	20
35-6	Y-Z	0	0	0	0	40	20
36-6	Y-Z	0	0	0	0	40	20
37-6	Y-Z	0	0	0	0	40	20
38-6	Y-Z	0	0	0	0	40	20
39-6	Y-Z	0	0	0	0	40	20
40-6	Y-Z	0	0	0	0	40	20
41-6	Y-Z	0	0	0	0	40	20
42-6	Y-Z	0	0	0	0	40	20
43-6	Y-Z	0	0	0	0	40	20
44-6	Y-Z	0	0	0	0	40	20
45-6	Y-Z	0	0	0	0	40	20
46-6	Y-Z	0	0	0	0	40	20
47-6	Y-Z	0	0	0	0	40	20
48-6	Y-Z	0	0	0	0	40	20
49-6	Y-Z	0	0	0	0	40	20
50-6	Y-Z	0	0	0	0	40	20
1-7	Y-PQ	20	10	0	0	0	0
2-7	Y-PQ	20	10	0	0	0	0
3-7	Y-PQ	20	10	0	0	0	0
4-7	Y-PQ	20	10	0	0	0	0
5-7	Y-PQ	20	10	0	0	0	0
6-7	Y-PQ	20	10	0	0	0	0
7-7	Y-PQ	20	10	0	0	0	0
8-7	Y-PQ	20	10	0	0	0	0
9-7	Y-PQ	20	10	0	0	0	0
10-7	Y-PQ	20	10	0	0	0	0
11-7	Y-PQ	20	10	0	0	0	0
12-7	Y-PQ	20	10	0	0	0	0
13-7	Y-PQ	20	10	0	0	0	0
14-7	Y-PQ	20	10	0	0	0	0
15-7	Y-PQ	20	10	0	0	0	0
16-7	Y-PQ	20	10	0	0	0	0
17-7	Y-PQ	20	10	0	0	0	0
18-7	Y-PQ	20	10	0	0	0	0
19-7	Y-PQ	20	10	0	0	0	0
20-7	Y-PQ	20	10	0	0	0	0
21-7	Y-PQ	20	10	0	0	0	0
22-7	Y-PQ	20	10	0	0	0	0
23-7	Y-PQ	20	10	0	0	0	0
24-7	Y-PQ	20	10	0	0	0	0
25-7	Y-PQ	20	10	0	0	0	0
26-7	Y-PQ	20	10	0	0	0	0
27-7	Y-PQ	20	10	0	0	0	0
28-7	Y-PQ	20	10	0	0	0	0
29-7	Y-PQ	20	10	0	0	0	0
30-7	Y-PQ	20	10	0	0	0	0
31-7	Y-PQ	20	10	0	0	0	0
32-7	Y-PQ	20	10	0	0	0	0
33-7	Y-PQ	20	10	0	0	0	0
34-7	Y-PQ	20	10	0	0	0	0
35-7	Y-PQ	20	10	0	0	0	0
36-7	Y-PQ	20	10	0	0	0	0
37-7	Y-PQ	20	10	0	0	0	0
38-7	Y-PQ	20	10	0	0	0	0
39-7	Y-PQ	20	10	0	0	0	0
40-7	Y-PQ	20	10	0	0	0	0
41-7	Y-PQ	20	10	0	0	0	0
42-7	Y-PQ	20	10	0	0	0	0
43-7	Y-PQ	20	10	0	0	0	0
44-7	Y-PQ	20	10	0	0	0	0
45-7	Y-PQ	20	10	0	0	0	0
46-7	Y-PQ	20	10	0	0	0	0
47-7	Y-PQ	20	10	0	0	0	0
48-7	Y-PQ	20	10	0	0	0	0
49-7	Y-PQ	20	10	0	0	0	0
50-7	Y-PQ	20	10	0	0	0	0
1-9	Y-PQ	40	20	0	0	0	0
2-9	Y-PQ	40	20	0	0	0	0
3-9	Y-PQ	40	20	0	0	0	0
4-9	Y-PQ	40	20	0	0	0	0
5-9	Y-PQ	40	20	0	0	0	0
6-9	Y-PQ	40	20	0	0	0	0
7-9	Y-PQ	40	20	0	0	0	0
8-9	Y-PQ	40	20	0	0	0	0
9-9	Y-PQ	40	20	0	0	0	0
10-9	Y-PQ	40	20	0	0	0	0
11-9	Y-PQ	40	20	0	0	0	0
12-9	Y-PQ	40	20	0	0	0	0
13-9	Y-PQ	40	20	0	0	0	0
14-9	Y-PQ	40	20	0	0	0	0
15-9	Y-PQ	40	20	0	0	0	0
16-9	Y-PQ	40	20	0	0	0	0
17-9	Y-PQ	40	20	0	0	0	0
18-9	Y-PQ	40	20	0	0	0	0
19-9	Y-PQ	40	20	0	0	0	0
20-9	Y-PQ	40	20	0	0	0	0
21-9	Y-PQ	40	20	0	0	0	0
22-9	Y-PQ	40	20	0	0	0	0
23-9	Y-PQ	40	20	0	0	0	0
24-9	Y-PQ	40	20	0	0	0	0
25-9	Y-PQ	40	20	0	0	0	0
26-9	Y-PQ	40	20	0	0	0	0
27-9	Y-PQ	40	20	0	0	0	0
28-9	Y-PQ	40	20	0	0	0	0
29-9	Y-PQ	40	20	0	0	0	0
30-9	Y-PQ	40	20	0	0	0	0
31-9	Y-PQ	40	20	0	0	0	0
32-9	Y-PQ	40	20	0	0	0	0
33-9	Y-PQ	40	20	0	0	0	0
34-9	Y-PQ	40	20	0	0	0	0
35-9	Y-PQ	40	20	0	0	0	0
36-9	Y-PQ	40	20	0	0	0	0
37-9	Y-PQ	40	20	0	0	0	0
38-9	Y-PQ	40	20	0	0	0	0
39-9	Y-PQ	40	20	0	0	0	0
40-9	Y-PQ	40	20	0	0	0	0
41-9	Y-PQ	40	20	0	0	0	0
42-9	Y-PQ	40	20	0	0	0	0
43-9	Y-PQ	40	20	0	0	0	0
44-9	Y-PQ	40	20	0	0	0	0
45-9	Y-PQ	40	20	0	0	0	0
46-9	Y-PQ	40	20	0	0	0	0
47-9	Y-PQ	40	20	0	0	0	0
48-9	Y-PQ	40	20	0	0	0	0
49-9	Y-PQ	40	20	0	0	0	0
50-9	Y-PQ	40	20	0	0	0	0
1-10	Y-I	20	10	0	0	0	0
2-10	Y-I	20	10	0	0	0	0
3-10	Y-I	20	10	0	0	0	0
4-10	Y-I	20	10	0	0	0	0
5-10	Y-I	20	10	0	0	0	0
6-10	Y-I	20	10	0	0	0	0
7-10	Y-I	20	10	0	0	0	0
8-10	Y-I	20	10	0	0	0	0
9-10	Y-I	20	10	0	0	0	0
10-10	Y-I	20	10	0	0	0	0
11-10	Y-I	20	10	0	0	0	0
12-10	Y-I	20	10	0	0	0	0
13-10	Y-I	20	10	0	0	0	0
14-10	Y-I	20	10	0	0	0	0
15-10	Y-I	20	10	0	0	0	0
16-10	Y-I	20	10	0	0	0	0
17-10	Y-I	20	10	0	0	0	0
18-10	Y-I	20	10	0	0	0	0
19-10	Y-I	20	10	0	0	0	0
20-10	Y-I	20	10	0	0	0	0
21-10	Y-I	20	10	0	0	0	0
22-10	Y-I	20	10	0	0	0	0
23-10	Y-I	20	10	0	0	0	0
24-10	Y-I	20	10	0	0	0	0
25-10	Y-I	20	10	0	0	0	0
26-10	Y-I	20	10	0	0	0	0
27-10	Y-I	20	10	0	0	0	0
28-10	Y-I	20	10	0	0	0	0
29-10	Y-I	20	10	0	0	0	0
30-10	Y-I	20	10	0	0	0	0
31-10	Y-I	20	10	0	0	0	0
32-10	Y-I	20	10	0	0	0	0
33-10	Y-I	20	10	0	0	0	0
34-10	Y-I	20	10	0	0	0	0
35-10	Y-I	20	10	0	0	0	0
36-10	Y-I	20	10	0	0	0	0
37-10	Y-I	20	10	0	0	0	0
38-10	Y-I	20	10	0	0	0	0
39-10	Y-I	20	10	0	0	0	0
40-10	Y-I	20	10	0	0	0	0
41-10	Y-I	20	10	0	0	0	0
42-10	Y-I	20	10	0	0	0	0
43-10	Y-I	20	10	0	0	0	0
44-10	Y-I	20	10	0	0	0	0
45-10	Y-I	20	10	0	0	0	0
46-10	Y-I	20	10	0	0	0	0
47-10	Y-I	20	10	0	0	0	0
48-10	Y-I	20	10	0	0	0	0
49-10	Y-I	20	10	0	0	0	0
50-10	Y-I	20	10	0	0	0	0
1-11	Y-Z	40	20	0	0	0	0
2-11	Y-Z	40	20	0	0	0	0
3-11	Y-Z	40	20	0	0	0	0
4-11	Y-Z	40	20	0	0	0	0
5-11	Y-Z	40	20	0	0	0	0
6-11	Y-Z	40	20	0	0	0	0
7-11	Y-Z	40	20	0	0	0	0
8-11	Y-Z	40	20	0	0	0	0
9-11	Y-Z	40	20	0	0	0	0
10-11	Y-Z	40	20	0	0	0	0
11-11	Y-Z	40	20	0	0	0	0
12-11	Y-Z	40	20	0	0	0	0
13-11	Y-Z	40	20	0	0	0	0
14-11	Y-Z	40	20	0	0	0	0
15-11	Y-Z	40	20	0	0	0	0
16-11	Y-Z	40	20	0	0	0	0
17-11	Y-Z	40	20	0	0	0	0
18-11	Y-Z	40	20	0	0	0	0
19-11	Y-Z	40	20	0	0	0	0
20-11	Y-Z	40	20	0	0	0	0
21-11	Y-Z	40	20	0	0	0	0
22-11	Y-Z	40	20	0	0	0	0
23-11	Y-Z	40	20	0	0	0	0
24-11	Y-Z	40	20	0	0	0	0
25-11	Y-Z	40	20	0	0	0	0
26-11	Y-Z	40	20	0	0	0	0
27-11	Y-Z	40	20	0	0	0	0
28-11	Y-Z	40	20	0	0	0	0
29-11	Y-Z	40	20	0	0	0	0
30-11	Y-Z	40	20	0	0	0	0
31-11	Y-Z	40	20	0	0	0	0
32-11	Y-Z	40	20	0	0	0	0
33-11	Y-Z	40	20	0	0	0	0
34-11	Y-Z	40	20	0	0	0	0
35-11	Y-Z	40	20	0	0	0	0
36-11	Y-Z	40	20	0	0	0	0
37-11	Y-Z	40	20	0	0	0	0
38-11	Y-Z	40	20	0	0	0	0
39-11	Y-Z	40	20	0	0	0	0
40-11	Y-Z	40	20	0	0	0	0
41-11	Y-Z	40	20	0	0	0	0
42-11	Y-Z	40	20	0	0	0	0
43-11	Y-Z	40	20	0	0	0	0
44-11	Y-Z	40	20	0	0	0	0
45-11	Y-Z	40	20	0	0	0	0
46-11	Y-Z	40	20	0	0	0	0
47-11	Y-Z	40	20	0	0	0	0
48-11	Y-Z	40	20	0	0	0	0
49-11	Y-Z	40	20	0	0	0	0
50-11	Y-Z	40	20	0	0	0	0
1-12	Y-PQ	0	0	20	10	0	0
2-12	Y-PQ	0	0	20	10	0	0
3-12	Y-PQ	0	0	20	10	0	0
4-12	Y-PQ	0	0	20	10	0	0
5-12	Y-PQ	0	0	20	10	0	0
6-12	Y-PQ	0	0	20	10	0	0
7-12	Y-PQ	0	0	20	10	0	0
8-12	Y-PQ	0	0	20	10	0	0
9-12	Y-PQ	0	0	20	10	0	0
10-12	Y-PQ	0	0	20	10	0	0
11-12	Y-PQ	0	0	20	10	0	0
12-12	Y-PQ	0	0	20	10	0	0
13-12	Y-PQ	0	0	20	10	0	0
14-12	Y-PQ	0	0	20	10	0	0
15-12	Y-PQ	0	0	20	10	0	0
16-12	Y-PQ	0	0	20	10	0	0
17-12	Y-PQ	0	0	20	10	0	0
18-12	Y-PQ	0	0	20	10	0	0
19-12	Y-PQ	0	0	20	10	0	0
20-12	Y-PQ	0	0	20	10	0	0
21-12	Y-PQ	0	0	20	10	0	0
22-12	Y-PQ	0	0	20	10	0	0
23-12	Y-PQ	0	0	20	10	0	0
24-12	Y-PQ	0	0	20	10	0	0
25-12	Y-PQ	0	0	20	10	0	0
26-12	Y-PQ	0	0	20	10	0	0
27-12	Y-PQ	0	0	20	10	0	0
28-12	Y-PQ	0	0	20	10	0	0
29-12	Y-PQ	0	0	20	10	0	0
30-12	Y-PQ	0	0	20	10	0	0
31-12	Y-PQ	0	0	20	10	0	0
32-12	Y-PQ	0	0	20	10	0	0
33-12	Y-PQ	0	0	20	10	0	0
34-12	Y-PQ	0	0	20	10	0	0
35-12	Y-PQ	0	0	20	10	0	0
36-12	Y-PQ	0	0	20	10	0	0
37-12	Y-PQ	0	0	20	10	0	0
38-12	Y-PQ	0	0	20	10	0	0
39-12	Y-PQ	0	0	20	10	0	0
40-12	Y-PQ	0	0	20	10	0	0
41-12	Y-PQ	0	0	20	10	0	0
42-12	Y-PQ	0	0	20	10	0	0
43-12	Y-PQ	0	0	20	10	0	0
44-12	Y-PQ	0	0	20	10	0	0
45-12	Y-PQ	0	0	20	10	0	0
46-12	Y-PQ	0	0	20	10	0	0
47-12	Y-PQ	0	0	20	10	0	0
48-12	Y-PQ	0	0	20	10	0	0
49-12	Y-PQ	0	0	20	10	0	0
50-12	Y-PQ	0	0	20	10	0	0
1-16	Y-PQ	0	0	0	0	40	20
2-16	Y-PQ	0	0	0	0	40	20
3-16	Y-PQ	0	0	0	0	40	20
4-16	Y-PQ	0	0	0	0	40	20
5-16	Y-PQ	0	0	0	0	40	20
6-16	Y-PQ	0	0	0	0	40	20
7-16	Y-PQ	0	0	0	0	40	20
8-16	Y-PQ	0	0	0	0	40	20
9-16	Y-PQ	0	0	0	0	40	20
10-16	Y-PQ	0	0	0	0	40	20
11-16	Y-PQ	0	0	0	0	40	20
12-16	Y-PQ	0	0	0	0	40	20
13-16	Y-PQ	0	0	0	0	40	20
14-16	Y-PQ	0	0	0	0	40	20
15-16	Y-PQ	0	0	0	0	40	20
16-16	Y-PQ	0	0	0	0	40	20
17-16	Y-PQ	0	0	0	0	40	20
18-16	Y-PQ	0	0	0	0	40	20
19-16	Y-PQ	0	0	0	0	40	20
20-16	Y-PQ	0	0	0	0	40	20
21-16	Y-PQ	0	0	0	0	40	20
22-16	Y-PQ	0	0	0	0	40	20
23-16	Y-PQ	0	0	0	0	40	20
24-16	Y-PQ	0	0	0	0	40	20
25-16	Y-PQ	0	0	0	0	40	20
26-16	Y-PQ	0	0	0	0	40	20
