Line Segment Data	12800 items	feet
58-4	Y-PQ	0	0	0	0	40	20
59-4	Y-PQ	0	0	0	0	40	20
60-4	Y-PQ	0	0	0	0	40	20
61-4	Y-PQ	0	0	0	0	40	20
62-4	Y-PQ	0	0	0	0	40	20
63-4	Y-PQ	0	0	0	0	40	20
64-4	Y-PQ	0	0	0	0	40	20
65-4	Y-PQ	0	0	0	0	40	20
66-4	Y-PQ	0	0	0	0	40	20
67-4	Y-PQ	0	0	0	0	40	20
68-4	Y-PQ	0	0	0	0	40	20
69-4	Y-PQ	0	0	0	0	40	20
70-4	Y-PQ	0	0	0	0	40	20
71-4	Y-PQ	0	0	0	0	40	20
72-4	Y-PQ	0	0	0	0	40	20
73-4	Y-PQ	0	0	0	0	40	20
74-4	Y-PQ	0	0	0	0	40	20
75-4	Y-PQ	0	0	0	0	40	20
76-4	Y-PQ	0	0	0	0	40	20
77-4	Y-PQ	0	0	0	0	40	20
78-4	Y-PQ	0	0	0	0	40	20
79-4	Y-PQ	0	0	0	0	40	20
80-4	Y-PQ	0	0	0	0	40	20
81-4	Y-PQ	0	0	0	0	40	20
82-4	Y-PQ	0	0	0	0	40	20
83-4	Y-PQ	0	0	0	0	40	20
84-4	Y-PQ	0	0	0	0	40	20
85-4	Y-PQ	0	0	0	0	40	20
86-4	Y-PQ	0	0	0	0	40	20
87-4	Y-PQ	0	0	0	0	40	20
88-4	Y-PQ	0	0	0	0	40	20
89-4	Y-PQ	0	0	0	0	40	20
90-4	Y-PQ	0	0	0	0	40	20
91-4	Y-PQ	0	0	0	0	40	20
92-4	Y-PQ	0	0	0	0	40	20
93-4	Y-PQ	0	0	0	0	40	20
94-4	Y-PQ	0	0	0	0	40	20
95-4	Y-PQ	0	0	0	0	40	20
96-4	Y-PQ	0	0	0	0	40	20
97-4	Y-PQ	0	0	0	0	40	20
98-4	Y-PQ	0	0	0	0	40	20
99-4	Y-PQ	0	0	0	0	40	20
100-4	Y-PQ	0	0	0	0	40	20
1-5	Y-I	0	0	0	0	20	10
2-5	Y-I	0	0	0	0	20	10
3-5	Y-I	0	0	0	0	20	10
4-5	Y-I	0	0	0	0	20	10
5-5	Y-I	0	0	0	0	20	10
6-5	Y-I	0	0	0	0	20	10
7-5	Y-I	0	0	0	0	20	10
8-5	Y-I	0	0	0	0	20	10
9-5	Y-I	0	0	0	0	20	10
10-5	Y-I	0	0	0	0	20	10
11-5	Y-I	0	0	0	0	20	10
12-5	Y-I	0	0	0	0	20	10
13-5	Y-I	0	0	0	0	20	10
14-5	Y-I	0	0	0	0	20	10
15-5	Y-I	0	0	0	0	20	10
16-5	Y-I	0	0	0	0	20	10
17-5	Y-I	0	0	0	0	20	10
18-5	Y-I	0	0	0	0	20	10
19-5	Y-I	0	0	0	0	20	10
20-5	Y-I	0	0	0	0	20	10
21-5	Y-I	0	0	0	0	20	10
22-5	Y-I	0	0	0	0	20	10
23-5	Y-I	0	0	0	0	20	10
24-5	Y-I	0	0	0	0	20	10
25-5	Y-I	0	0	0	0	20	10
26-5	Y-I	0	0	0	0	20	10
27-5	Y-I	0	0	0	0	20	10
28-5	Y-I	0	0	0	0	20	10
29-5	Y-I	0	0	0	0	20	10
30-5	Y-I	0	0	0	0	20	10
31-5	Y-I	0	0	0	0	20	10
32-5	Y-I	0	0	0	0	20	10
33-5	Y-I	0	0	0	0	20	10
34-5	Y-I	0	0	0	0	20	10
35-5	Y-I	0	0	0	0	20	10
36-5	Y-I	0	0	0	0	20	10
37-5	Y-I	0	0	0	0	20	10
38-5	Y-I	0	0	0	0	20	10
39-5	Y-I	0	0	0	0	20	10
40-5	Y-I	0	0	0	0	20	10
41-5	Y-I	0	0	0	0	20	10
42-5	Y-I	0	0	0	0	20	10
43-5	Y-I	0	0	0	0	20	10
44-5	Y-I	0	0	0	0	20	10
45-5	Y-I	0	0	0	0	20	10
46-5	Y-I	0	0	0	0	20	10
47-5	Y-I	0	0	0	0	20	10
48-5	Y-I	0	0	0	0	20	10
49-5	Y-I	0	0	0	0	20	10
50-5	Y-I	0	0	0	0	20	10
51-5	Y-I	0	0	0	0	20	10
52-5	Y-I	0	0	0	0	20	10
53-5	Y-I	0	0	0	0	20	10
54-5	Y-I	0	0	0	0	20	10
55-5	Y-I	0	0	0	0	20	10
56-5	Y-I	0	0	0	0	20	10
57-5	Y-I	0	0	0	0	20	10
58-5	Y-I	0	0	0	0	20	10
59-5	Y-I	0	0	0	0	20	10
60-5	Y-I	0	0	0	0	20	10
61-5	Y-I	0	0	0	0	20	10
62-5	Y-I	0	0	0	0	20	10
63-5	Y-I	0	0	0	0	20	10
64-5	Y-I	0	0	0	0	20	10
65-5	Y-I	0	0	0	0	20	10
66-5	Y-I	0	0	0	0	20	10
67-5	Y-I	0	0	0	0	20	10
68-5	Y-I	0	0	0	0	20	10
69-5	Y-I	0	0	0	0	20	10
70-5	Y-I	0	0	0	0	20	10
71-5	Y-I	0	0	0	0	20	10
72-5	Y-I	0	0	0	0	20	10
73-5	Y-I	0	0	0	0	20	10
74-5	Y-I	0	0	0	0	20	10
75-5	Y-I	0	0	0	0	20	10
76-5	Y-I	0	0	0	0	20	10
77-5	Y-I	0	0	0	0	20	10
78-5	Y-I	0	0	0	0	20	10
79-5	Y-I	0	0	0	0	20	10
80-5	Y-I	0	0	0	0	20	10
81-5	Y-I	0	0	0	0	20	10
82-5	Y-I	0	0	0	0	20	10
83-5	Y-I	0	0	0	0	20	10
84-5	Y-I	0	0	0	0	20	10
85-5	Y-I	0	0	0	0	20	10
86-5	Y-I	0	0	0	0	20	10
87-5	Y-I	0	0	0	0	20	10
88-5	Y-I	0	0	0	0	20	10
89-5	Y-I	0	0	0	0	20	10
90-5	Y-I	0	0	0	0	20	10
91-5	Y-I	0	0	0	0	20	10
92-5	Y-I	0	0	0	0	20	10
93-5	Y-I	0	0	0	0	20	10
94-5	Y-I	0	0	0	0	20	10
95-5	Y-I	0	0	0	0	20	10
96-5	Y-I	0	0	0	0	20	10
97-5	Y-I	0	0	0	0	20	10
98-5	Y-I	0	0	0	0	20	10
99-5	Y-I	0	0	0	0	20	10
100-5	Y-I	0	0	0	0	20	10
1-6	Y-Z	0	0	0	0	40	20
2-6	Y-Z	0	0	0	0	40	20
3-6	Y-Z	0	0	0	0	40	20
4-6	Y-Z	0	0	0	0	40	20
5-6	Y-Z	0	0	0	0	40	20
6-6	Y-Z	0	0	0	0	40	20
7-6	Y-Z	0	0	0	0	40	20
8-6	Y-Z	0	0	0	0	40	20
9-6	Y-Z	0	0	0	0	40	20
10-6	Y-Z	0	0	0	0	40	20
11-6	Y-Z	0	0	0	0	40	20
12-6	Y-Z	0	0	0	0	40	20
13-6	Y-Z	0	0	0	0	40	20
14-6	Y-Z	0	0	0	0	40	20
15-6	Y-Z	0	0	0	0	40	20
16-6	Y-Z	0	0	0	0	40	20
17-6	Y-Z	0	0	0	0	40	20
18-6	Y-Z	0	0	0	0	40	20
19-6	Y-Z	0	0	0	0	40	20
20-6	Y-Z	0	0	0	0	40	20
21-6	Y-Z	0	0	0	0	40	20
22-6	Y-Z	0	0	0	0	40	20
23-6	Y-Z	0	0	0	0	40	20
24-6	Y-Z	0	0	0	0	40	20
25-6	Y-Z	0	0	0	0	40	20
26-6	Y-Z	0	0	0	0	40	20
27-6	Y-Z	0	0	0	0	40	20
28-6	Y-Z	0	0	0	0	40	20
29-6	Y-Z	0	0	0	0	40	20
30-6	Y-Z	0	0	0	0	40	20
31-6	Y-Z	0	0	0	0	40	20
32-6	Y-Z	0	0	0	0	40	20
33-6	Y-Z	0	0	0	0	40	20
34-6	Y-Z	0	0	0	0	40	20
35-6	Y-Z	0	0	0	0	40	20
36-6	Y-Z	0	0	0	0	40	20
37-6	Y-Z	0	0	0	0	40	20
38-6	Y-Z	0	0	0	0	40	20
39-6	Y-Z	0	0	0	0	40	20
40-6	Y-Z	0	0	0	0	40	20
41-6	Y-Z	0	0	0	0	40	20
42-6	Y-Z	0	0	0	0	40	20
43-6	Y-Z	0	0	0	0	40	20
44-6	Y-Z	0	0	0	0	40	20
45-6	Y-Z	0	0	0	0	40	20
46-6	Y-Z	0	0	0	0	40	20
47-6	Y-Z	0	0	0	0	40	20
48-6	Y-Z	0	0	0	0	40	20
49-6	Y-Z	0	0	0	0	40	20
50-6	Y-Z	0	0	0	0	40	20
51-6	Y-Z	0	0	0	0	40	20
52-6	Y-Z	0	0	0	0	40	20
53-6	Y-Z	0	0	0	0	40	20
54-6	Y-Z	0	0	0	0	40	20
55-6	Y-Z	0	0	0	0	40	20
56-6	Y-Z	0	0	0	0	40	20
57-6	Y-Z	0	0	0	0	40	20
58-6	Y-Z	0	0	0	0	40	20
59-6	Y-Z	0	0	0	0	40	20
60-6	Y-Z	0	0	0	0	40	20
61-6	Y-Z	0	0	0	0	40	20
62-6	Y-Z	0	0	0	0	40	20
63-6	Y-Z	0	0	0	0	40	20
64-6	Y-Z	0	0	0	0	40	20
65-6	Y-Z	0	0	0	0	40	20
66-6	Y-Z	0	0	0	0	40	20
67-6	Y-Z	0	0	0	0	40	20
68-6	Y-Z	0	0	0	0	40	20
69-6	Y-Z	0	0	0	0	40	20
70-6	Y-Z	0	0	0	0	40	20
71-6	Y-Z	0	0	0	0	40	20
72-6	Y-Z	0	0	0	0	40	20
73-6	Y-Z	0	0	0	0	40	20
74-6	Y-Z	0	0	0	0	40	20
75-6	Y-Z	0	0	0	0	40	20
76-6	Y-Z	0	0	0	0	40	20
77-6	Y-Z	0	0	0	0	40	20
78-6	Y-Z	0	0	0	0	40	20
79-6	Y-Z	0	0	0	0	40	20
80-6	Y-Z	0	0	0	0	40	20
81-6	Y-Z	0	0	0	0	40	20
82-6	Y-Z	0	0	0	0	40	20
83-6	Y-Z	0	0	0	0	40	20
84-6	Y-Z	0	0	0	0	40	20
85-6	Y-Z	0	0	0	0	40	20
86-6	Y-Z	0	0	0	0	40	20
87-6	Y-Z	0	0	0	0	40	20
88-6	Y-Z	0	0	0	0	40	20
89-6	Y-Z	0	0	0	0	40	20
90-6	Y-Z	0	0	0	0	40	20
91-6	Y-Z	0	0	0	0	40	20
92-6	Y-Z	0	0	0	0	40	20
93-6	Y-Z	0	0	0	0	40	20
94-6	Y-Z	0	0	0	0	40	20
95-6	Y-Z	0	0	0	0	40	20
96-6	Y-Z	0	0	0	0	40	20
97-6	Y-Z	0	0	0	0	40	20
98-6	Y-Z	0	0	0	0	40	20
99-6	Y-Z	0	0	0	0	40	20
100-6	Y-Z	0	0	0	0	40	20
1-7	Y-PQ	20	10	0	0	0	0
2-7	Y-PQ	20	10	0	0	0	0
3-7	Y-PQ	20	10	0	0	0	0
4-7	Y-PQ	20	10	0	0	0	0
5-7	Y-PQ	20	10	0	0	0	0
6-7	Y-PQ	20	10	0	0	0	0
7-7	Y-PQ	20	10	0	0	0	0
8-7	Y-PQ	20	10	0	0	0	0
9-7	Y-PQ	20	10	0	0	0	0
10-7	Y-PQ	20	10	0	0	0	0
11-7	Y-PQ	20	10	0	0	0	0
12-7	Y-PQ	20	10	0	0	0	0
13-7	Y-PQ	20	10	0	0	0	0
14-7	Y-PQ	20	10	0	0	0	0
15-7	Y-PQ	20	10	0	0	0	0
16-7	Y-PQ	20	10	0	0	0	0
17-7	Y-PQ	20	10	0	0	0	0
18-7	Y-PQ	20	10	0	0	0	0
19-7	Y-PQ	20	10	0	0	0	0
20-7	Y-PQ	20	10	0	0	0	0
21-7	Y-PQ	20	10	0	0	0	0
22-7	Y-PQ	20	10	0	0	0	0
23-7	Y-PQ	20	10	0	0	0	0
24-7	Y-PQ	20	10	0	0	0	0
25-7	Y-PQ	20	10	0	0	0	0
26-7	Y-PQ	20	10	0	0	0	0
27-7	Y-PQ	20	10	0	0	0	0
28-7	Y-PQ	20	10	0	0	0	0
29-7	Y-PQ	20	10	0	0	0	0
30-7	Y-PQ	20	10	0	0	0	0
31-7	Y-PQ	20	10	0	0	0	0
32-7	Y-PQ	20	10	0	0	0	0
33-7	Y-PQ	20	10	0	0	0	0
34-7	Y-PQ	20	10	0	0	0	0
35-7	Y-PQ	20	10	0	0	0	0
36-7	Y-PQ	20	10	0	0	0	0
37-7	Y-PQ	20	10	0	0	0	0
38-7	Y-PQ	20	10	0	0	0	0
39-7	Y-PQ	20	10	0	0	0	0
40-7	Y-PQ	20	10	0	0	0	0
41-7	Y-PQ	20	10	0	0	0	0
42-7	Y-PQ	20	10	0	0	0	0
43-7	Y-PQ	20	10	0	0	0	0
44-7	Y-PQ	20	10	0	0	0	0
45-7	Y-PQ	20	10	0	0	0	0
46-7	Y-PQ	20	10	0	0	0	0
47-7	Y-PQ	20	10	0	0	0	0
48-7	Y-PQ	20	10	0	0	0	0
49-7	Y-PQ	20	10	0	0	0	0
50-7	Y-PQ	20	10	0	0	0	0
51-7	Y-PQ	20	10	0	0	0	0
52-7	Y-PQ	20	10	0	0	0	0
53-7	Y-PQ	20	10	0	0	0	0
54-7	Y-PQ	20	10	0	0	0	0
55-7	Y-PQ	20	10	0	0	0	0
56-7	Y-PQ	20	10	0	0	0	0
57-7	Y-PQ	20	10	0	0	0	0
58-7	Y-PQ	20	10	0	0	0	0
59-7	Y-PQ	20	10	0	0	0	0
60-7	Y-PQ	20	10	0	0	0	0
61-7	Y-PQ	20	10	0	0	0	0
62-7	Y-PQ	20	10	0	0	0	0
63-7	Y-PQ	20	10	0	0	0	0
64-7	Y-PQ	20	10	0	0	0	0
65-7	Y-PQ	20	10	0	0	0	0
66-7	Y-PQ	20	10	0	0	0	0
67-7	Y-PQ	20	10	0	0	0	0
68-7	Y-PQ	20	10	0	0	0	0
69-7	Y-PQ	20	10	0	0	0	0
70-7	Y-PQ	20	10	0	0	0	0
71-7	Y-PQ	20	10	0	0	0	0
72-7	Y-PQ	20	10	0	0	0	0
73-7	Y-PQ	20	10	0	0	0	0
74-7	Y-PQ	20	10	0	0	0	0
75-7	Y-PQ	20	10	0	0	0	0
76-7	Y-PQ	20	10	0	0	0	0
77-7	Y-PQ	20	10	0	0	0	0
78-7	Y-PQ	20	10	0	0	0	0
79-7	Y-PQ	20	10	0	0	0	0
80-7	Y-PQ	20	10	0	0	0	0
81-7	Y-PQ	20	10	0	0	0	0
82-7	Y-PQ	20	10	0	0	0	0
83-7	Y-PQ	20	10	0	0	0	0
84-7	Y-PQ	20	10	0	0	0	0
85-7	Y-PQ	20	10	0	0	0	0
86-7	Y-PQ	20	10	0	0	0	0
87-7	Y-PQ	20	10	0	0	0	0
88-7	Y-PQ	20	10	0	0	0	0
89-7	Y-PQ	20	10	0	0	0	0
90-7	Y-PQ	20	10	0	0	0	0
91-7	Y-PQ	20	10	0	0	0	0
92-7	Y-PQ	20	10	0	0	0	0
93-7	Y-PQ	20	10	0	0	0	0
94-7	Y-PQ	20	10	0	0	0	0
95-7	Y-PQ	20	10	0	0	0	0
96-7	Y-PQ	20	10	0	0	0	0
97-7	Y-PQ	20	10	0	0	0	0
98-7	Y-PQ	20	10	0	0	0	0
99-7	Y-PQ	20	10	0	0	0	0
100-7	Y-PQ	20	10	0	0	0	0
1-9	Y-PQ	40	20	0	0	0	0
2-9	Y-PQ	40	20	0	0	0	0
3-9	Y-PQ	40	20	0	0	0	0
4-9	Y-PQ	40	20	0	0	0	0
5-9	Y-PQ	40	20	0	0	0	0
6-9	Y-PQ	40	20	0	0	0	0
7-9	Y-PQ	40	20	0	0	0	0
8-9	Y-PQ	40	20	0	0	0	0
9-9	Y-PQ	40	20	0	0	0	0
10-9	Y-PQ	40	20	0	0	0	0
11-9	Y-PQ	40	20	0	0	0	0
12-9	Y-PQ	40	20	0	0	0	0
13-9	Y-PQ	40	20	0	0	0	0
14-9	Y-PQ	40	20	0	0	0	0
15-9	Y-PQ	40	20	0	0	0	0
16-9	Y-PQ	40	20	0	0	0	0
17-9	Y-PQ	40	20	0	0	0	0
18-9	Y-PQ	40	20	0	0	0	0
19-9	Y-PQ	40	20	0	0	0	0
20-9	Y-PQ	40	20	0	0	0	0
21-9	Y-PQ	40	20	0	0	0	0
22-9	Y-PQ	40	20	0	0	0	0
23-9	Y-PQ	40	20	0	0	0	0
24-9	Y-PQ	40	20	0	0	0	0
25-9	Y-PQ	40	20	0	0	0	0
26-9	Y-PQ	40	20	0	0	0	0
27-9	Y-PQ	40	20	0	0	0	0
28-9	Y-PQ	40	20	0	0	0	0
29-9	Y-PQ	40	20	0	0	0	0
30-9	Y-PQ	40	20	0	0	0	0
31-9	Y-PQ	40	20	0	0	0	0
32-9	Y-PQ	40	20	0	0	0	0
33-9	Y-PQ	40	20	0	0	0	0
34-9	Y-PQ	40	20	0	0	0	0
35-9	Y-PQ	40	20	0	0	0	0
36-9	Y-PQ	40	20	0	0	0	0
37-9	Y-PQ	40	20	0	0	0	0
38-9	Y-PQ	40	20	0	0	0	0
39-9	Y-PQ	40	20	0	0	0	0
40-9	Y-PQ	40	20	0	0	0	0
41-9	Y-PQ	40	20	0	0	0	0
42-9	Y-PQ	40	20	0	0	0	0
43-9	Y-PQ	40	20	0	0	0	0
44-9	Y-PQ	40	20	0	0	0	0
45-9	Y-PQ	40	20	0	0	0	0
46-9	Y-PQ	40	20	0	0	0	0
47-9	Y-PQ	40	20	0	0	0	0
48-9	Y-PQ	40	20	0	0	0	0
49-9	Y-PQ	40	20	0	0	0	0
50-9	Y-PQ	40	20	0	0	0	0
51-9	Y-PQ	40	20	0	0	0	0
52-9	Y-PQ	40	20	0	0	0	0
53-9	Y-PQ	40	20	0	0	0	0
54-9	Y-PQ	40	20	0	0	0	0
55-9	Y-PQ	40	20	0	0	0	0
56-9	Y-PQ	40	20	0	0	0	0
57-9	Y-PQ	40	20	0	0	0	0
58-9	Y-PQ	40	20	0	0	0	0
59-9	Y-PQ	40	20	0	0	0	0
60-9	Y-PQ	40	20	0	0	0	0
61-9	Y-PQ	40	20	0	0	0	0
62-9	Y-PQ	40	20	0	0	0	0
63-9	Y-PQ	40	20	0	0	0	0
64-9	Y-PQ	40	20	0	0	0	0
65-9	Y-PQ	40	20	0	0	0	0
66-9	Y-PQ	40	20	0	0	0	0
67-9	Y-PQ	40	20	0	0	0	0
68-9	Y-PQ	40	20	0	0	0	0
69-9	Y-PQ	40	20	0	0	0	0
70-9	Y-PQ	40	20	0	0	0	0
71-9	Y-PQ	40	20	0	0	0	0
72-9	Y-PQ	40	20	0	0	0	0
73-9	Y-PQ	40	20	0	0	0	0
74-9	Y-PQ	40	20	0	0	0	0
75-9	Y-PQ	40	20	0	0	0	0
76-9	Y-PQ	40	20	0	0	0	0
77-9	Y-PQ	40	20	0	0	0	0
78-9	Y-PQ	40	20	0	0	0	0
79-9	Y-PQ	40	20	0	0	0	0
80-9	Y-PQ	40	20	0	0	0	0
81-9	Y-PQ	40	20	0	0	0	0
82-9	Y-PQ	40	20	0	0	0	0
83-9	Y-PQ	40	20	0	0	0	0
84-9	Y-PQ	40	20	0	0	0	0
85-9	Y-PQ	40	20	0	0	0	0
86-9	Y-PQ	40	20	0	0	0	0
87-9	Y-PQ	40	20	0	0	0	0
88-9	Y-PQ	40	20	0	0	0	0
89-9	Y-PQ	40	20	0	0	0	0
90-9	Y-PQ	40	20	0	0	0	0
91-9	Y-PQ	40	20	0	0	0	0
92-9	Y-PQ	40	20	0	0	0	0
93-9	Y-PQ	40	20	0	0	0	0
94-9	Y-PQ	40	20	0	0	0	0
95-9	Y-PQ	40	20	0	0	0	0
96-9	Y-PQ	40	20	0	0	0	0
97-9	Y-PQ	40	20	0	0	0	0
98-9	Y-PQ	40	20	0	0	0	0
99-9	Y-PQ	40	20	0	0	0	0
100-9	Y-PQ	40	20	0	0	0	0
1-10	Y-I	20	10	0	0	0	0
2-10	Y-I	20	10	0	0	0	0
3-10	Y-I	20	10	0	0	0	0
4-10	Y-I	20	10	0	0	0	0
5-10	Y-I	20	10	0	0	0	0
6-10	Y-I	20	10	0	0	0	0
7-10	Y-I	20	10	0	0	0	0
8-10	Y-I	20	10	0	0	0	0
9-10	Y-I	20	10	0	0	0	0
10-10	Y-I	20	10	0	0	0	0
11-10	Y-I	20	10	0	0	0	0
12-10	Y-I	20	10	0	0	0	0
13-10	Y-I	20	10	0	0	0	0
14-10	Y-I	20	10	0	0	0	0
15-10	Y-I	20	10	0	0	0	0
16-10	Y-I	20	10	0	0	0	0
17-10	Y-I	20	10	0	0	0	0
18-10	Y-I	20	10	0	0	0	0
19-10	Y-I	20	10	0	0	0	0
20-10	Y-I	20	10	0	0	0	0
21-10	Y-I	20	10	0	0	0	0
22-10	Y-I	20	10	0	0	0	0
23-10	Y-I	20	10	0	0	0	0
24-10	Y-I	20	10	0	0	0	0
25-10	Y-I	20	10	0	0	0	0
26-10	Y-I	20	10	0	0	0	0
27-10	Y-I	20	10	0	0	0	0
28-10	Y-I	20	10	0	0	0	0
29-10	Y-I	20	10	0	0	0	0
30-10	Y-I	20	10	0	0	0	0
31-10	Y-I	20	10	0	0	0	0
32-10	Y-I	20	10	0	0	0	0
33-10	Y-I	20	10	0	0	0	0
34-10	Y-I	20	10	0	0	0	0
35-10	Y-I	20	10	0	0	0	0
36-10	Y-I	20	10	0	0	0	0
37-10	Y-I	20	10	0	0	0	0
38-10	Y-I	20	10	0	0	0	0
39-10	Y-I	20	10	0	0	0	0
40-10	Y-I	20	10	0	0	0	0
41-10	Y-I	20	10	0	0	0	0
42-10	Y-I	20	10	0	0	0	0
43-10	Y-I	20	10	0	0	0	0
44-10	Y-I	20	10	0	0	0	0
45-10	Y-I	20	10	0	0	0	0
46-10	Y-I	20	10	0	0	0	0
47-10	Y-I	20	10	0	0	0	0
48-10	Y-I	20	10	0	0	0	0
49-10	Y-I	20	10	0	0	0	0
50-10	Y-I	20	10	0	0	0	0
51-10	Y-I	20	10	0	0	0	0
52-10	Y-I	20	10	0	0	0	0
53-10	Y-I	20	10	0	0	0	0
54-10	Y-I	20	10	0	0	0	0
55-10	Y-I	20	10	0	0	0	0
56-10	Y-I	20	10	0	0	0	0
57-10	Y-I	20	10	0	0	0	0
58-10	Y-I	20	10	0	0	0	0
59-10	Y-I	20	10	0	0	0	0
60-10	Y-I	20	10	0	0	0	0
61-10	Y-I	20	10	0	0	0	0
62-10	Y-I	20	10	0	0	0	0
63-10	Y-I	20	10	0	0	0	0
64-10	Y-I	20	10	0	0	0	0
65-10	Y-I	20	10	0	0	0	0
66-10	Y-I	20	10	0	0	0	0
67-10	Y-I	20	10	0	0	0	0
68-10	Y-I	20	10	0	0	0	0
69-10	Y-I	20	10	0	0	0	0
70-10	Y-I	20	10	0	0	0	0
71-10	Y-I	20	10	0	0	0	0
72-10	Y-I	20	10	0	0	0	0
73-10	Y-I	20	10	0	0	0	0
74-10	Y-I	20	10	0	0	0	0
75-10	Y-I	20	10	0	0	0	0
76-10	Y-I	20	10	0	0	0	0
77-10	Y-I	20	10	0	0	0	0
78-10	Y-I	20	10	0	0	0	0
79-10	Y-I	20	10	0	0	0	0
80-10	Y-I	20	10	0	0	0	0
81-10	Y-I	20	10	0	0	0	0
82-10	Y-I	20	10	0	0	0	0
83-10	Y-I	20	10	0	0	0	0
84-10	Y-I	20	10	0	0	0	0
85-10	Y-I	20	10	0	0	0	0
86-10	Y-I	20	10	0	0	0	0
87-10	Y-I	20	10	0	0	0	0
88-10	Y-I	20	10	0	0	0	0
89-10	Y-I	20	10	0	0	0	0
90-10	Y-I	20	10	0	0	0	0
91-10	Y-I	20	10	0	0	0	0
92-10	Y-I	20	10	0	0	0	0
93-10	Y-I	20	10	0	0	0	0
94-10	Y-I	20	10	0	0	0	0
95-10	Y-I	20	10	0	0	0	0
96-10	Y-I	20	10	0	0	0	0
97-10	Y-I	20	10	0	0	0	0
98-10	Y-I	20	10	0	0	0	0
99-10	Y-I	20	10	0	0	0	0
100-10	Y-I	20	10	0	0	0	0
1-11	Y-Z	40	20	0	0	0	0
2-11	Y-Z	40	20	0	0	0	0
3-11	Y-Z	40	20	0	0	0	0
4-11	Y-Z	40	20	0	0	0	0
5-11	Y-Z	40	20	0	0	0	0
6-11	Y-Z	40	20	0	0	0	0
7-11	Y-Z	40	20	0	0	0	0
8-11	Y-Z	40	20	0	0	0	0
9-11	Y-Z	40	20	0	0	0	0
10-11	Y-Z	40	20	0	0	0	0
11-11	Y-Z	40	20	0	0	0	0
12-11	Y-Z	40	20	0	0	0	0
13-11	Y-Z	40	20	0	0	0	0
14-11	Y-Z	40	20	0	0	0	0
15-11	Y-Z	40	20	0	0	0	0
16-11	Y-Z	40	20	0	0	0	0
17-11	Y-Z	40	20	0	0	0	0
18-11	Y-Z	40	20	0	0	0	0
19-11	Y-Z	40	20	0	0	0	0
20-11	Y-Z	40	20	0	0	0	0
21-11	Y-Z	40	20	0	0	0	0
22-11	Y-Z	40	20	0	0	0	0
23-11	Y-Z	40	20	0	0	0	0
24-11	Y-Z	40	20	0	0	0	0
25-11	Y-Z	40	20	0	0	0	0
26-11	Y-Z	40	20	0	0	0	0
27-11	Y-Z	40	20	0	0	0	0
28-11	Y-Z	40	20	0	0	0	0
29-11	Y-Z	40	20	0	0	0	0
30-11	Y-Z	40	20	0	0	0	0
31-11	Y-Z	40	20	0	0	0	0
32-11	Y-Z	40	20	0	0	0	0
33-11	Y-Z	40	20	0	0	0	0
34-11	Y-Z	40	20	0	0	0	0
35-11	Y-Z	40	20	0	0	0	0
36-11	Y-Z	40	20	0	0	0	0
37-11	Y-Z	40	20	0	0	0	0
38-11	Y-Z	40	20	0	0	0	0
39-11	Y-Z	40	20	0	0	0	0
40-11	Y-Z	40	20	0	0	0	0
41-11	Y-Z	40	20	0	0	0	0
42-11	Y-Z	40	20	0	0	0	0
43-11	Y-Z	40	20	0	0	0	0
44-11	Y-Z	40	20	0	0	0	0
45-11	Y-Z	40	20	0	0	0	0
46-11	Y-Z	40	20	0	0	0	0
47-11	Y-Z	40	20	0	0	0	0
48-11	Y-Z	40	20	0	0	0	0
49-11	Y-Z	40	20	0	0	0	0
50-11	Y-Z	40	20	0	0	0	0
51-11	Y-Z	40	20	0	0	0	0
52-11	Y-Z	40	20	0	0	0	0
53-11	Y-Z	40	20	0	0	0	0
54-11	Y-Z	40	20	0	0	0	0
55-11	Y-Z	40	20	0	0	0	0
56-11	Y-Z	40	20	0	0	0	0
57-11	Y-Z	40	20	0	0	0	0
58-11	Y-Z	40	20	0	0	0	0
59-11	Y-Z	40	20	0	0	0	0
60-11	Y-Z	40	20	0	0	0	0
61-11	Y-Z	40	20	0	0	0	0
62-11	Y-Z	40	20	0	0	0	0
63-11	Y-Z	40	20	0	0	0	0
64-11	Y-Z	40	20	0	0	0	0
65-11	Y-Z	40	20	0	0	0	0
66-11	Y-Z	40	20	0	0	0	0
67-11	Y-Z	40	20	0	0	0	0
68-11	Y-Z	40	20	0	0	0	0
69-11	Y-Z	40	20	0	0	0	0
70-11	Y-Z	40	20	0	0	0	0
71-11	Y-Z	40	20	0	0	0	0
72-11	Y-Z	40	20	0	0	0	0
73-11	Y-Z	40	20	0	0	0	0
74-11	Y-Z	40	20	0	0	0	0
75-11	Y-Z	40	20	0	0	0	0
76-11	Y-Z	40	20	0	0	0	0
77-11	Y-Z	40	20	0	0	0	0
78-11	Y-Z	40	20	0	0	0	0
79-11	Y-Z	40	20	0	0	0	0
80-11	Y-Z	40	20	0	0	0	0
81-11	Y-Z	40	20	0	0	0	0
82-11	Y-Z	40	20	0	0	0	0
83-11	Y-Z	40	20	0	0	0	0
84-11	Y-Z	40	20	0	0	0	0
85-11	Y-Z	40	20	0	0	0	0
86-11	Y-Z	40	20	0	0	0	0
87-11	Y-Z	40	20	0	0	0	0
88-11	Y-Z	40	20	0	0	0	0
89-11	Y-Z	40	20	0	0	0	0
90-11	Y-Z	40	20	0	0	0	0
